ticket_id,account_id,contact_channel,issue_category,reported_date,resolution_time_hours,first_contact_resolved,satisfaction_score
819,819,Website,Move In/Out,6/4/2026 15:49,20.1,Yes,1
820,820,Mobile App,Move In/Out,10/7/2025 14:51,3.1,Yes,1
821,821,Mobile App,Water Leak,7/27/2026 19:09,19.2,No,2
822,822,Mobile App,Water Leak,1/19/2026 3:58,18.9,No,5
823,823,Phone,High Bill,6/5/2026 13:18,9.9,No,3
824,824,Phone,High Bill,1/4/2026 12:27,18.9,Yes,3
825,825,Mobile App,Move In/Out,2/16/2026 9:58,7.4,Yes,2
826,826,Phone,Water Leak,6/23/2026 3:52,16.1,No,1
827,827,Phone,Move In/Out,5/16/2026 23:11,13.2,No,1
828,828,Phone,High Bill,4/18/2026 13:10,0.8,Yes,1
829,829,Mobile App,Power Outage,12/30/2025 3:12,20.9,No,3
830,830,Phone,High Bill,4/3/2026 8:11,19.5,Yes,4
831,831,Phone,Move In/Out,4/11/2026 1:10,13.4,Yes,3
832,832,Phone,High Bill,12/12/2025 18:45,12,Yes,2
833,833,Mobile App,Move In/Out,12/27/2025 6:54,4.5,No,3
834,834,Website,Move In/Out,9/2/2026 23:03,3,Yes,3
835,835,Phone,Move In/Out,9/29/2025 5:27,8.4,No,3
836,836,Mobile App,Water Leak,4/24/2026 21:11,4.9,No,3
837,837,Website,Power Outage,12/13/2025 22:28,17.4,Yes,1
838,838,Phone,High Bill,7/1/2026 17:19,7.3,Yes,5
839,839,Website,Move In/Out,9/7/2026 17:15,4.9,Yes,2
840,840,Website,Move In/Out,9/16/2026 21:51,0.2,Yes,4
841,841,Website,High Bill,8/16/2026 12:30,16.5,Yes,2
842,842,Phone,Water Leak,6/4/2026 14:13,10.5,No,5
843,843,Mobile App,High Bill,7/20/2026 2:44,21.3,No,4
844,844,Phone,Water Leak,5/1/2026 7:07,10,No,5
845,845,Mobile App,High Bill,6/21/2026 11:44,15.7,No,4
846,846,Website,Move In/Out,4/17/2026 16:48,17,Yes,2
847,847,Mobile App,Move In/Out,12/1/2025 7:40,20.4,No,1
848,848,Mobile App,Move In/Out,10/17/2025 6:49,8.9,No,2
849,849,Mobile App,Power Outage,7/29/2026 9:30,9.5,No,2
850,850,Website,Move In/Out,8/7/2026 21:05,20.1,Yes,5
851,851,Website,Move In/Out,10/6/2025 16:20,23.6,Yes,4
852,852,Website,High Bill,12/20/2025 14:42,18.3,No,1
853,853,Mobile App,High Bill,5/11/2026 17:27,23.4,Yes,2
854,854,Phone,Water Leak,12/12/2025 5:49,19.7,Yes,4
855,855,Phone,High Bill,3/25/2026 5:09,19.3,Yes,2
856,856,Mobile App,High Bill,5/18/2026 20:34,21.4,No,2
857,857,Website,High Bill,10/25/2025 22:43,8.7,No,4
858,858,Phone,Move In/Out,10/11/2025 12:55,12.4,Yes,2
859,859,Website,Power Outage,8/30/2026 14:25,21.2,Yes,5
860,860,Mobile App,Water Leak,8/18/2026 23:17,22.5,Yes,1
861,861,Website,High Bill,9/26/2025 15:48,9.7,Yes,5
862,862,Phone,Power Outage,9/3/2026 12:44,9.2,No,2
863,863,Phone,Water Leak,8/11/2026 6:50,2.8,No,3
864,864,Mobile App,High Bill,11/13/2025 8:15,7.6,Yes,4
865,865,Mobile App,Water Leak,1/29/2026 6:53,12.8,Yes,4
866,866,Phone,Move In/Out,7/14/2026 20:14,2.5,No,3
867,867,Mobile App,High Bill,9/20/2026 14:43,2.8,Yes,2
868,868,Phone,High Bill,9/18/2026 12:36,22.2,Yes,4
869,869,Mobile App,High Bill,5/5/2026 16:50,15.4,No,2
870,870,Website,Move In/Out,5/26/2026 8:14,2.1,No,5
871,871,Mobile App,Water Leak,4/29/2026 21:04,4.1,No,4
872,872,Mobile App,Move In/Out,4/24/2026 11:28,13.8,No,2
873,873,Phone,Power Outage,5/24/2026 5:16,10.2,No,3
874,874,Mobile App,High Bill,7/3/2026 11:18,6.9,Yes,3
875,875,Mobile App,Water Leak,7/30/2026 14:09,4.3,No,4
876,876,Website,Move In/Out,4/23/2026 16:46,1.1,No,4
877,877,Website,Water Leak,6/29/2026 12:06,15.6,No,1
878,878,Website,Power Outage,6/28/2026 8:54,12.9,No,1
879,879,Phone,High Bill,3/29/2026 15:55,9.1,Yes,1
880,880,Mobile App,High Bill,12/8/2025 21:12,16.8,No,1
881,881,Mobile App,Move In/Out,11/20/2025 9:45,23.4,No,3
882,882,Mobile App,High Bill,12/10/2025 21:38,3,No,1
883,883,Website,High Bill,5/31/2026 20:24,5.1,Yes,4
884,884,Mobile App,High Bill,12/11/2025 14:06,10.6,No,3
885,885,Website,High Bill,2/4/2026 7:42,21.4,Yes,5
886,886,Phone,High Bill,2/21/2026 10:36,21.5,No,1
887,887,Phone,High Bill,8/5/2026 2:04,14.4,Yes,2
888,888,Mobile App,Water Leak,7/5/2026 9:36,18.9,Yes,2
889,889,Website,Water Leak,10/29/2025 0:04,18.6,Yes,1
890,890,Mobile App,Water Leak,5/5/2026 17:13,15.1,No,1
891,891,Phone,Move In/Out,5/22/2026 7:51,18.1,No,5
892,892,Website,Move In/Out,7/17/2026 0:12,0.3,Yes,3
893,893,Mobile App,Move In/Out,8/31/2026 7:45,11.3,Yes,4
894,894,Website,Move In/Out,12/4/2025 1:25,5.4,No,5
895,895,Phone,Power Outage,7/30/2026 17:36,11.7,Yes,1
896,896,Mobile App,Water Leak,5/25/2026 12:59,0.9,Yes,4
897,897,Website,Water Leak,11/12/2025 21:33,9.7,Yes,3
898,898,Phone,Power Outage,4/7/2026 18:36,12.7,Yes,2
899,899,Phone,High Bill,10/11/2025 6:14,6.9,No,4
900,900,Website,Move In/Out,8/13/2026 12:49,12.9,No,5
901,901,Website,Move In/Out,6/14/2026 1:02,22.1,Yes,1
902,902,Phone,Move In/Out,4/3/2026 14:05,2.4,No,4
903,903,Phone,Move In/Out,3/22/2026 4:47,22,No,4
904,904,Phone,High Bill,5/15/2026 1:02,15.3,No,1
905,905,Mobile App,High Bill,12/20/2025 6:04,1.4,No,5
906,906,Website,Move In/Out,2/12/2026 22:16,22.8,Yes,1
907,907,Website,High Bill,4/14/2026 4:57,0.8,No,5
908,908,Phone,Power Outage,6/23/2026 19:31,7.1,No,5
909,909,Phone,Move In/Out,12/3/2025 9:56,14.4,Yes,5
910,910,Website,Power Outage,3/15/2026 0:57,15.2,No,5
911,911,Mobile App,Water Leak,7/28/2026 19:33,8.2,Yes,3
912,912,Mobile App,Move In/Out,12/24/2025 0:57,5,Yes,5
913,913,Phone,Move In/Out,3/3/2026 15:03,3.3,No,5
914,914,Phone,Water Leak,5/10/2026 13:22,23.5,Yes,5
915,915,Phone,High Bill,7/10/2026 14:35,4.1,No,4
916,916,Mobile App,High Bill,10/9/2025 17:06,4.1,Yes,3
917,917,Phone,Move In/Out,9/11/2026 22:32,17.5,No,3
918,918,Website,Power Outage,9/10/2026 19:34,4.1,No,1
919,919,Mobile App,High Bill,10/3/2025 13:26,10.1,Yes,3
920,920,Website,Water Leak,2/6/2026 7:25,12.1,Yes,3
921,921,Website,Water Leak,6/13/2026 10:36,21.7,Yes,3
922,922,Mobile App,Move In/Out,9/27/2025 19:38,4.5,Yes,5
923,923,Mobile App,High Bill,3/24/2026 4:18,13.2,Yes,2
924,924,Website,Water Leak,5/14/2026 4:07,15.1,Yes,1
925,925,Phone,Move In/Out,8/22/2026 22:59,22.6,No,3
926,926,Phone,Water Leak,12/15/2025 16:39,16.6,No,3
927,927,Mobile App,High Bill,6/16/2026 12:08,19.3,Yes,1
928,928,Phone,Power Outage,10/16/2025 0:12,5.6,No,3
929,929,Phone,High Bill,10/24/2025 19:53,22.1,Yes,5
930,930,Mobile App,Power Outage,3/12/2026 22:59,13.8,Yes,3
931,931,Phone,Water Leak,5/24/2026 19:52,3.3,No,2
932,932,Phone,Power Outage,7/23/2026 1:36,6.4,No,5
933,933,Phone,Water Leak,9/20/2026 22:28,4.1,No,4
934,934,Mobile App,High Bill,8/28/2026 18:43,20.8,No,5
935,935,Phone,Move In/Out,8/30/2026 4:13,14.8,No,5
936,936,Phone,Water Leak,10/15/2025 0:15,20.2,No,3
937,937,Website,Power Outage,2/1/2026 17:43,13.4,No,3
938,938,Website,Water Leak,5/31/2026 8:47,16.2,Yes,1
939,939,Phone,Water Leak,7/13/2026 19:23,0.2,Yes,5
940,940,Phone,Move In/Out,5/28/2026 10:39,12.7,Yes,2
941,941,Phone,Power Outage,2/18/2026 3:39,6.4,No,1
942,942,Mobile App,Power Outage,3/7/2026 17:42,21.4,Yes,3
943,943,Website,Move In/Out,5/6/2026 6:09,8.1,Yes,4
944,944,Phone,Power Outage,8/9/2026 12:05,9,No,5
945,945,Mobile App,Water Leak,1/25/2026 20:27,17.7,No,3
946,946,Phone,High Bill,8/30/2026 12:57,12.4,Yes,5
947,947,Website,Power Outage,1/17/2026 1:17,18.7,Yes,4
948,948,Mobile App,Power Outage,6/2/2026 17:25,18.2,Yes,3
949,949,Website,Water Leak,6/23/2026 4:38,13.2,Yes,4
950,950,Website,Move In/Out,2/7/2026 14:31,11.7,Yes,4
951,951,Website,High Bill,2/17/2026 10:47,2.3,Yes,3
952,952,Website,Power Outage,8/31/2026 11:41,21.8,Yes,1
953,953,Phone,Water Leak,8/7/2026 16:18,21.7,Yes,2
954,954,Phone,Power Outage,1/31/2026 23:35,14.5,Yes,5
955,955,Website,Water Leak,11/14/2025 3:38,7.1,Yes,2
956,956,Website,High Bill,9/25/2025 14:36,12.7,No,5
957,957,Website,High Bill,8/31/2026 23:26,16.6,No,3
958,958,Phone,Move In/Out,2/17/2026 22:38,17.2,Yes,2
959,959,Phone,Power Outage,1/4/2026 4:59,3,No,5
960,960,Mobile App,Power Outage,4/7/2026 7:22,19.3,Yes,4
961,961,Website,High Bill,6/21/2026 23:09,6.9,No,3
962,962,Website,High Bill,6/10/2026 15:14,22.8,Yes,1
963,963,Mobile App,Move In/Out,8/9/2026 22:22,14.2,Yes,5
964,964,Phone,High Bill,9/29/2025 21:26,8.3,Yes,5
965,965,Website,Water Leak,6/6/2026 3:22,3.8,Yes,5
966,966,Mobile App,Power Outage,4/17/2026 6:34,9.8,No,2
967,967,Mobile App,Move In/Out,6/24/2026 23:39,21.1,Yes,5
968,968,Mobile App,Move In/Out,7/25/2026 2:52,17.2,Yes,5
969,969,Website,Power Outage,10/23/2025 2:22,13.7,Yes,4
970,970,Website,High Bill,10/2/2025 11:05,7.2,No,4
971,971,Website,Power Outage,5/14/2026 22:17,12.9,No,5
972,972,Mobile App,High Bill,6/29/2026 2:14,22.3,No,4
973,973,Phone,Move In/Out,5/21/2026 20:28,22.8,No,4
974,974,Phone,Power Outage,6/17/2026 17:19,12.9,No,4
975,975,Mobile App,Move In/Out,1/9/2026 16:30,12.9,Yes,4
976,976,Phone,Move In/Out,5/16/2026 15:51,7.4,Yes,3
977,977,Phone,Power Outage,5/26/2026 0:19,22.5,No,3
978,978,Phone,Power Outage,2/8/2026 12:27,10.9,No,3
979,979,Phone,Move In/Out,12/22/2025 0:25,14.5,Yes,3
980,980,Website,High Bill,7/26/2026 13:08,12.6,No,5
981,981,Website,Water Leak,5/31/2026 6:58,11.2,Yes,1
982,982,Mobile App,Power Outage,7/19/2026 5:06,8.5,No,5
983,983,Phone,Move In/Out,12/19/2025 4:06,17.6,Yes,5
984,984,Phone,Power Outage,11/15/2025 7:33,19.7,Yes,5
985,985,Phone,Move In/Out,1/31/2026 10:04,8.9,No,1
986,986,Website,Power Outage,10/29/2025 13:14,14,Yes,4
987,987,Phone,Power Outage,2/25/2026 10:43,12.8,No,2
988,988,Phone,Water Leak,10/20/2025 10:41,16.7,No,4
989,989,Phone,High Bill,8/18/2026 9:46,10.5,Yes,2
990,990,Website,Water Leak,12/30/2025 9:18,9.7,No,2
991,991,Website,Move In/Out,6/21/2026 21:50,16.5,No,5
992,992,Phone,Move In/Out,6/29/2026 18:19,3.9,Yes,2
993,993,Phone,Power Outage,10/9/2025 9:02,22.2,No,4
994,994,Website,Water Leak,6/15/2026 15:58,16.7,Yes,5
995,995,Website,Move In/Out,10/20/2025 23:00,23.3,No,3
996,996,Phone,High Bill,5/9/2026 6:06,17.5,Yes,3
997,997,Website,Power Outage,10/19/2025 8:26,14.6,Yes,1
998,998,Phone,High Bill,1/20/2026 21:52,14.2,No,2
999,999,Mobile App,High Bill,3/7/2026 10:45,15.8,Yes,1
1000,1000,Mobile App,High Bill,5/14/2026 19:40,20,Yes,5
