incident_id,service_type,address,city,start_time,restoration_time,outage_duration_minutes,customers_affected,cause,weather_condition,crew_dispatched
413,Electric Grid,North Bay Boulevard,Navotas City,1/13/2026 7:34,11/25/2023 1:03,1048,7543,Lightning,High Wind,No
414,Water Pipeline,North Bay Boulevard,Navotas City,4/17/2023 10:04,3/26/2024 11:58,1038,5902,Fallen Tree Branch,Clear,Yes
415,Water Pipeline,North Bay Boulevard,Navotas City,5/7/2026 0:52,5/31/2022 12:25,1424,2002,Fallen Tree Branch,High Wind,Yes
416,Water Pipeline,North Bay Boulevard,Navotas City,8/6/2024 15:09,6/6/2024 12:53,72,7611,Fallen Tree Branch,High Wind,Yes
417,Water Pipeline,North Bay Boulevard,Navotas City,3/20/2026 13:54,1/23/2026 22:09,1237,5364,Equipment Age,Clear,No
418,Electric Grid,Ermita District,City of Manila,2/7/2024 16:22,2/22/2023 0:24,127,2574,Equipment Age,Heatwave,Yes
419,Electric Grid,Ermita District,City of Manila,8/19/2026 11:31,11/12/2025 14:36,1020,8215,Equipment Age,High Wind,No
420,Electric Grid,Ermita District,City of Manila,7/17/2023 10:51,1/28/2024 8:00,310,876,Lightning,Heavy Rain,No
421,Water Pipeline,North Bay Boulevard,Navotas City,12/13/2026 9:59,6/28/2022 3:19,150,5432,Pipe Burst,High Wind,Yes
422,Water Pipeline,Ermita District,City of Manila,6/7/2022 19:45,5/16/2024 2:37,1339,6565,Fallen Tree Branch,High Wind,Yes
423,Water Pipeline,Ermita District,City of Manila,3/12/2023 22:47,12/27/2022 20:16,562,2898,Fallen Tree Branch,Heatwave,No
424,Water Pipeline,Ermita District,City of Manila,4/24/2024 15:45,2/17/2025 3:15,106,1237,Fallen Tree Branch,High Wind,Yes
425,Electric Grid,Ermita District,City of Manila,3/4/2026 18:50,1/9/2022 23:49,542,8570,Lightning,Heatwave,Yes
426,Electric Grid,North Bay Boulevard,Navotas City,6/22/2023 1:00,10/21/2024 15:07,972,8197,Equipment Age,Heatwave,No
427,Water Pipeline,North Bay Boulevard,Navotas City,12/26/2022 13:13,8/9/2023 10:30,906,9162,Lightning,Heatwave,No
428,Water Pipeline,North Bay Boulevard,Navotas City,3/6/2024 5:14,4/6/2025 16:33,880,2058,Equipment Age,Heavy Rain,No
429,Water Pipeline,North Bay Boulevard,Navotas City,4/22/2026 7:40,10/7/2026 1:10,720,6726,Lightning,Heavy Rain,No
430,Water Pipeline,Ermita District,City of Manila,4/4/2026 4:07,6/30/2024 0:14,567,6,Pipe Burst,High Wind,Yes
431,Water Pipeline,North Bay Boulevard,Navotas City,5/15/2024 15:19,11/21/2024 14:52,897,121,Equipment Age,Heatwave,Yes
432,Water Pipeline,North Bay Boulevard,Navotas City,10/18/2024 0:29,2/8/2022 20:49,361,6334,Fallen Tree Branch,Clear,No
433,Electric Grid,North Bay Boulevard,Navotas City,9/22/2023 3:15,7/15/2022 6:56,1273,3105,Lightning,Clear,No
434,Electric Grid,North Bay Boulevard,Navotas City,12/28/2022 15:23,6/12/2023 2:44,453,2690,Pipe Burst,Clear,Yes
435,Electric Grid,Ermita District,City of Manila,6/23/2026 7:25,1/13/2022 17:47,1215,1792,Equipment Age,High Wind,No
436,Water Pipeline,North Bay Boulevard,Navotas City,10/2/2025 2:34,9/19/2026 18:13,1256,3663,Equipment Age,High Wind,No
437,Electric Grid,Ermita District,City of Manila,2/3/2022 12:20,1/14/2025 7:50,298,6412,Fallen Tree Branch,High Wind,Yes
438,Water Pipeline,Ermita District,City of Manila,6/15/2026 11:21,8/23/2024 14:41,1037,2874,Lightning,Heatwave,No
439,Water Pipeline,North Bay Boulevard,Navotas City,9/23/2023 5:27,1/27/2023 19:45,578,3829,Fallen Tree Branch,Heavy Rain,Yes
440,Water Pipeline,North Bay Boulevard,Navotas City,4/26/2023 9:09,6/6/2024 16:22,1331,6760,Equipment Age,Heatwave,No
441,Electric Grid,North Bay Boulevard,Navotas City,3/3/2026 12:15,4/14/2023 7:17,271,597,Pipe Burst,Clear,No
442,Electric Grid,North Bay Boulevard,Navotas City,6/30/2025 13:23,5/6/2025 11:45,1301,1822,Pipe Burst,Clear,Yes
443,Electric Grid,Ermita District,City of Manila,8/16/2024 0:57,12/9/2022 4:33,698,1548,Pipe Burst,Clear,No
444,Electric Grid,Ermita District,City of Manila,4/23/2026 13:51,6/22/2025 19:54,335,9457,Equipment Age,High Wind,No
445,Electric Grid,Ermita District,City of Manila,8/19/2026 15:32,6/21/2025 13:52,595,7756,Pipe Burst,Clear,Yes
446,Water Pipeline,Ermita District,City of Manila,7/5/2023 7:36,4/22/2026 18:20,580,8774,Lightning,High Wind,No
447,Water Pipeline,Ermita District,City of Manila,6/16/2023 3:05,2/24/2026 10:59,465,2565,Lightning,Heatwave,No
448,Water Pipeline,North Bay Boulevard,Navotas City,9/4/2024 1:04,10/15/2022 16:26,633,1651,Equipment Age,High Wind,No
449,Electric Grid,North Bay Boulevard,Navotas City,2/24/2024 12:14,11/19/2024 9:26,263,7425,Equipment Age,Heavy Rain,No
450,Electric Grid,North Bay Boulevard,Navotas City,6/24/2024 11:46,5/4/2025 14:26,1434,8065,Lightning,Clear,Yes
451,Water Pipeline,North Bay Boulevard,Navotas City,10/28/2022 9:19,5/28/2023 5:13,554,1599,Fallen Tree Branch,Heatwave,Yes
452,Electric Grid,Ermita District,City of Manila,3/30/2024 23:20,10/11/2025 13:03,178,439,Equipment Age,High Wind,Yes
453,Water Pipeline,North Bay Boulevard,Navotas City,12/27/2023 0:21,9/5/2024 10:25,1011,5882,Equipment Age,Heavy Rain,No
454,Water Pipeline,North Bay Boulevard,Navotas City,3/26/2023 16:55,3/5/2026 2:06,1080,9484,Equipment Age,Clear,Yes
455,Water Pipeline,North Bay Boulevard,Navotas City,4/21/2022 6:37,1/2/2023 23:07,930,351,Pipe Burst,Heatwave,Yes
456,Electric Grid,Ermita District,City of Manila,9/25/2025 19:50,1/25/2022 18:48,455,8880,Lightning,High Wind,Yes
457,Water Pipeline,Ermita District,City of Manila,4/6/2023 6:48,9/28/2024 6:00,12,1095,Pipe Burst,High Wind,Yes
458,Water Pipeline,North Bay Boulevard,Navotas City,5/19/2025 11:14,5/14/2025 9:38,103,2618,Lightning,High Wind,Yes
459,Water Pipeline,North Bay Boulevard,Navotas City,3/15/2024 22:45,5/25/2025 22:42,1009,9087,Fallen Tree Branch,High Wind,Yes
460,Water Pipeline,Ermita District,City of Manila,1/11/2025 19:57,1/1/2023 22:00,265,2928,Equipment Age,Clear,Yes
461,Water Pipeline,Ermita District,City of Manila,4/17/2025 8:05,2/28/2025 10:13,378,7001,Equipment Age,Heavy Rain,No
462,Electric Grid,Ermita District,City of Manila,10/29/2025 22:23,6/30/2024 17:09,1384,6071,Lightning,Heatwave,Yes
463,Electric Grid,Ermita District,City of Manila,10/28/2025 9:22,5/22/2026 7:05,829,6502,Lightning,Heatwave,No
464,Water Pipeline,North Bay Boulevard,Navotas City,10/9/2022 10:43,10/6/2024 4:42,178,2842,Equipment Age,Heavy Rain,Yes
465,Water Pipeline,Ermita District,City of Manila,7/27/2022 3:24,11/17/2024 10:21,716,7045,Pipe Burst,Heavy Rain,Yes
466,Water Pipeline,Ermita District,City of Manila,7/3/2026 21:45,10/2/2026 4:14,809,8153,Lightning,High Wind,No
467,Water Pipeline,Ermita District,City of Manila,2/24/2023 16:59,8/21/2022 16:05,178,578,Equipment Age,Heatwave,Yes
468,Electric Grid,North Bay Boulevard,Navotas City,3/16/2024 21:30,10/2/2024 5:41,113,3501,Fallen Tree Branch,Heavy Rain,No
469,Water Pipeline,North Bay Boulevard,Navotas City,10/16/2022 3:47,6/8/2022 20:31,320,2890,Lightning,High Wind,No
470,Electric Grid,Ermita District,City of Manila,10/17/2023 10:29,4/5/2025 2:51,287,333,Lightning,High Wind,Yes
471,Electric Grid,North Bay Boulevard,Navotas City,1/10/2025 23:46,9/28/2024 7:47,116,6388,Fallen Tree Branch,Heavy Rain,Yes
472,Water Pipeline,North Bay Boulevard,Navotas City,10/26/2025 17:00,9/29/2022 20:49,1110,5607,Fallen Tree Branch,High Wind,No
473,Electric Grid,North Bay Boulevard,Navotas City,11/29/2026 3:27,1/23/2026 22:30,289,5387,Pipe Burst,High Wind,No
474,Water Pipeline,North Bay Boulevard,Navotas City,9/10/2025 6:27,8/27/2023 13:53,1210,5822,Equipment Age,Heavy Rain,Yes
475,Water Pipeline,Ermita District,City of Manila,1/28/2024 21:35,10/7/2024 17:32,99,9391,Fallen Tree Branch,Heatwave,Yes
476,Water Pipeline,Ermita District,City of Manila,3/12/2024 14:00,2/11/2025 22:42,1092,3188,Pipe Burst,Heavy Rain,Yes
477,Electric Grid,Ermita District,City of Manila,10/16/2024 1:18,11/8/2024 16:00,774,331,Pipe Burst,Heavy Rain,No
478,Water Pipeline,Ermita District,City of Manila,1/22/2024 0:00,1/11/2026 11:35,540,2056,Fallen Tree Branch,Clear,Yes
479,Water Pipeline,North Bay Boulevard,Navotas City,3/30/2023 10:06,8/30/2022 15:45,926,7404,Pipe Burst,Heavy Rain,No
480,Electric Grid,North Bay Boulevard,Navotas City,6/27/2026 2:01,2/17/2025 4:05,1146,6346,Equipment Age,Clear,No
481,Electric Grid,Ermita District,City of Manila,6/28/2023 12:54,12/30/2023 21:25,838,8918,Fallen Tree Branch,High Wind,No
482,Electric Grid,Ermita District,City of Manila,1/31/2023 4:24,7/23/2022 3:53,909,7938,Lightning,Heatwave,No
483,Electric Grid,North Bay Boulevard,Navotas City,1/30/2026 9:52,5/15/2022 6:38,1310,1632,Equipment Age,High Wind,Yes
484,Water Pipeline,Ermita District,City of Manila,3/14/2024 4:22,12/23/2022 23:23,695,9537,Pipe Burst,Heatwave,Yes
485,Water Pipeline,North Bay Boulevard,Navotas City,9/22/2023 5:17,12/20/2026 3:08,746,824,Fallen Tree Branch,High Wind,No
486,Water Pipeline,North Bay Boulevard,Navotas City,7/28/2025 20:12,10/3/2024 13:09,1342,4411,Lightning,High Wind,Yes
487,Electric Grid,Ermita District,City of Manila,6/21/2023 11:27,11/15/2025 3:47,880,7556,Lightning,High Wind,Yes
488,Electric Grid,North Bay Boulevard,Navotas City,3/24/2023 11:04,6/4/2022 10:08,1131,316,Pipe Burst,High Wind,No
489,Water Pipeline,Ermita District,City of Manila,4/3/2023 11:12,1/24/2022 10:42,530,2863,Pipe Burst,Heavy Rain,Yes
490,Electric Grid,North Bay Boulevard,Navotas City,3/11/2024 15:36,1/22/2024 17:09,621,6178,Pipe Burst,Heavy Rain,Yes
491,Electric Grid,Ermita District,City of Manila,7/1/2022 17:43,8/21/2025 12:45,401,2401,Equipment Age,High Wind,Yes
492,Electric Grid,Ermita District,City of Manila,12/11/2023 4:43,9/24/2026 0:10,427,9775,Pipe Burst,High Wind,No
493,Electric Grid,Ermita District,City of Manila,8/15/2026 0:27,8/27/2024 0:52,697,9355,Pipe Burst,Heavy Rain,No
494,Water Pipeline,Ermita District,City of Manila,5/1/2022 6:43,3/15/2025 10:23,1050,840,Fallen Tree Branch,Clear,No
495,Water Pipeline,Ermita District,City of Manila,9/22/2023 15:20,2/1/2022 7:01,145,3573,Equipment Age,High Wind,No
496,Water Pipeline,Ermita District,City of Manila,9/2/2026 2:51,4/14/2024 15:25,730,9942,Equipment Age,Heatwave,Yes
497,Water Pipeline,North Bay Boulevard,Navotas City,12/19/2022 4:08,5/26/2024 5:37,1245,6412,Pipe Burst,Clear,Yes
498,Water Pipeline,Ermita District,City of Manila,12/10/2026 15:20,7/15/2022 22:28,263,8860,Fallen Tree Branch,Heatwave,Yes
499,Electric Grid,North Bay Boulevard,Navotas City,6/29/2024 13:49,11/5/2023 1:05,858,1069,Pipe Burst,High Wind,No
500,Water Pipeline,Ermita District,City of Manila,3/16/2022 16:27,8/19/2026 8:21,791,5578,Lightning,Heavy Rain,No
501,Water Pipeline,Ermita District,City of Manila,5/26/2024 7:21,10/15/2023 23:12,190,7341,Pipe Burst,High Wind,Yes
502,Water Pipeline,Ermita District,City of Manila,10/17/2023 12:33,5/24/2026 21:19,1077,6411,Lightning,High Wind,Yes
503,Electric Grid,North Bay Boulevard,Navotas City,1/17/2022 6:30,3/12/2022 11:34,610,3622,Lightning,Clear,No
504,Electric Grid,Ermita District,City of Manila,3/27/2022 2:46,12/27/2026 7:47,123,9241,Equipment Age,Heatwave,No
505,Water Pipeline,North Bay Boulevard,Navotas City,3/19/2025 23:29,8/17/2024 18:29,736,6726,Equipment Age,High Wind,Yes
506,Water Pipeline,Ermita District,City of Manila,3/18/2025 11:21,6/4/2025 13:58,89,5054,Equipment Age,Clear,Yes
507,Water Pipeline,North Bay Boulevard,Navotas City,4/19/2024 9:45,6/18/2024 8:40,550,7008,Pipe Burst,High Wind,Yes
508,Water Pipeline,North Bay Boulevard,Navotas City,2/24/2026 2:27,6/22/2024 13:37,1065,4967,Lightning,Heavy Rain,No
509,Water Pipeline,North Bay Boulevard,Navotas City,10/4/2024 11:51,4/20/2023 1:04,712,7758,Pipe Burst,Clear,No
510,Electric Grid,North Bay Boulevard,Navotas City,11/30/2024 11:58,10/12/2022 12:52,302,9733,Pipe Burst,High Wind,No
511,Water Pipeline,North Bay Boulevard,Navotas City,11/25/2024 20:52,7/6/2022 22:57,477,6992,Lightning,Heatwave,No
512,Water Pipeline,North Bay Boulevard,Navotas City,10/5/2025 2:25,1/22/2023 1:56,96,8080,Fallen Tree Branch,Heavy Rain,No
513,Water Pipeline,Ermita District,City of Manila,9/1/2025 12:57,3/14/2025 18:39,903,2072,Equipment Age,Heavy Rain,Yes
514,Water Pipeline,North Bay Boulevard,Navotas City,12/25/2022 5:50,1/30/2024 0:43,367,9866,Lightning,Heavy Rain,Yes
515,Water Pipeline,North Bay Boulevard,Navotas City,11/17/2025 9:12,3/16/2023 14:40,1237,5100,Lightning,Heavy Rain,No
516,Water Pipeline,Ermita District,City of Manila,8/6/2022 10:00,6/19/2024 11:45,507,6941,Lightning,High Wind,No
517,Electric Grid,Ermita District,City of Manila,4/1/2024 2:54,9/11/2026 20:45,1382,6195,Pipe Burst,Heatwave,No
518,Electric Grid,North Bay Boulevard,Navotas City,4/3/2025 19:54,1/31/2024 3:57,1236,7151,Lightning,High Wind,Yes
519,Electric Grid,North Bay Boulevard,Navotas City,8/29/2023 20:01,10/17/2023 6:10,79,323,Lightning,High Wind,No
520,Water Pipeline,North Bay Boulevard,Navotas City,3/16/2024 12:23,9/14/2024 2:54,1207,7268,Lightning,Heavy Rain,Yes
521,Electric Grid,Ermita District,City of Manila,1/7/2026 22:48,5/6/2025 6:12,409,372,Lightning,Heavy Rain,Yes
522,Water Pipeline,North Bay Boulevard,Navotas City,9/19/2023 16:56,12/21/2026 22:05,453,1775,Equipment Age,Clear,No
523,Water Pipeline,Ermita District,City of Manila,10/3/2022 13:42,7/2/2023 19:01,393,6030,Pipe Burst,High Wind,No
524,Electric Grid,North Bay Boulevard,Navotas City,8/17/2026 14:19,6/9/2025 23:42,283,1607,Pipe Burst,Clear,Yes
525,Electric Grid,North Bay Boulevard,Navotas City,9/7/2026 22:25,8/6/2023 15:14,1225,8496,Pipe Burst,Heavy Rain,Yes
526,Water Pipeline,North Bay Boulevard,Navotas City,6/23/2025 10:54,2/9/2025 5:01,1106,487,Pipe Burst,Clear,Yes
527,Water Pipeline,North Bay Boulevard,Navotas City,1/8/2026 2:28,6/16/2022 23:38,938,3385,Lightning,Heatwave,Yes
528,Water Pipeline,North Bay Boulevard,Navotas City,1/10/2024 7:17,10/2/2026 14:02,143,9135,Pipe Burst,Heavy Rain,No
529,Electric Grid,Ermita District,City of Manila,2/21/2024 9:01,9/27/2026 21:28,296,3347,Pipe Burst,High Wind,Yes
530,Water Pipeline,North Bay Boulevard,Navotas City,5/12/2024 16:21,2/25/2023 14:23,213,4901,Pipe Burst,Heavy Rain,No
531,Electric Grid,Ermita District,City of Manila,12/21/2026 0:53,2/4/2025 16:35,455,5353,Equipment Age,Heavy Rain,Yes
532,Electric Grid,North Bay Boulevard,Navotas City,5/27/2026 20:24,12/5/2026 12:45,120,3519,Fallen Tree Branch,Heatwave,Yes
533,Water Pipeline,North Bay Boulevard,Navotas City,7/18/2025 10:46,6/23/2022 0:47,919,2921,Fallen Tree Branch,Heavy Rain,Yes
534,Water Pipeline,North Bay Boulevard,Navotas City,4/20/2025 7:31,2/21/2026 13:49,827,5844,Fallen Tree Branch,Clear,No
535,Water Pipeline,North Bay Boulevard,Navotas City,8/19/2026 18:09,11/17/2026 20:30,36,8610,Equipment Age,Heatwave,No
536,Electric Grid,Ermita District,City of Manila,5/29/2024 9:01,6/15/2026 22:33,522,4377,Fallen Tree Branch,Clear,Yes
537,Water Pipeline,North Bay Boulevard,Navotas City,4/23/2026 3:14,11/18/2022 6:39,551,6615,Fallen Tree Branch,High Wind,No
538,Water Pipeline,Ermita District,City of Manila,12/9/2026 21:35,11/14/2026 14:53,1024,292,Fallen Tree Branch,High Wind,No
539,Water Pipeline,North Bay Boulevard,Navotas City,8/27/2023 12:28,4/26/2022 19:18,819,1354,Lightning,High Wind,No
540,Electric Grid,Ermita District,City of Manila,10/9/2022 23:16,2/28/2025 14:40,237,5781,Fallen Tree Branch,Heatwave,Yes
541,Electric Grid,North Bay Boulevard,Navotas City,2/19/2026 12:44,5/19/2024 5:44,63,661,Equipment Age,Heatwave,No
542,Water Pipeline,North Bay Boulevard,Navotas City,3/7/2022 17:55,9/13/2023 6:22,567,3480,Equipment Age,High Wind,Yes
543,Water Pipeline,Ermita District,City of Manila,10/1/2024 15:54,9/7/2026 12:46,833,4513,Lightning,Heavy Rain,No
544,Electric Grid,North Bay Boulevard,Navotas City,6/6/2025 9:05,3/13/2024 11:02,1070,7349,Equipment Age,High Wind,Yes
545,Water Pipeline,North Bay Boulevard,Navotas City,8/12/2023 4:46,8/21/2022 15:27,1143,949,Pipe Burst,Clear,Yes
546,Water Pipeline,Ermita District,City of Manila,5/26/2023 3:27,1/15/2022 9:50,104,5792,Lightning,High Wind,No
547,Water Pipeline,North Bay Boulevard,Navotas City,4/6/2023 8:32,6/8/2023 5:30,1308,433,Fallen Tree Branch,Clear,No
548,Water Pipeline,North Bay Boulevard,Navotas City,5/11/2024 0:53,5/14/2026 0:10,1029,1388,Fallen Tree Branch,Heavy Rain,Yes
549,Water Pipeline,North Bay Boulevard,Navotas City,1/26/2022 8:10,8/6/2023 5:26,1256,8421,Fallen Tree Branch,Heatwave,No
550,Water Pipeline,North Bay Boulevard,Navotas City,10/2/2023 10:40,1/29/2026 6:48,857,3324,Lightning,Heatwave,No
551,Water Pipeline,North Bay Boulevard,Navotas City,9/29/2025 17:24,2/25/2022 13:52,113,7748,Lightning,High Wind,Yes
552,Water Pipeline,Ermita District,City of Manila,12/22/2023 0:51,2/9/2026 1:58,513,8672,Pipe Burst,Clear,Yes
553,Water Pipeline,North Bay Boulevard,Navotas City,4/2/2026 14:47,5/31/2022 1:20,1099,2120,Pipe Burst,Clear,Yes
554,Water Pipeline,North Bay Boulevard,Navotas City,10/27/2024 7:45,2/22/2025 1:32,43,2811,Lightning,Heavy Rain,No
555,Water Pipeline,Ermita District,City of Manila,1/9/2024 22:22,9/18/2025 17:00,430,5308,Fallen Tree Branch,Heavy Rain,Yes
556,Electric Grid,North Bay Boulevard,Navotas City,10/31/2024 10:36,3/26/2024 10:02,285,8241,Equipment Age,Heavy Rain,No
557,Water Pipeline,Ermita District,City of Manila,12/13/2024 8:43,12/12/2026 1:30,107,6445,Fallen Tree Branch,High Wind,Yes
558,Water Pipeline,North Bay Boulevard,Navotas City,10/30/2024 11:45,8/9/2024 4:52,211,7679,Fallen Tree Branch,High Wind,No
559,Electric Grid,North Bay Boulevard,Navotas City,4/3/2022 17:25,1/2/2026 18:22,336,2243,Equipment Age,Heavy Rain,Yes
560,Water Pipeline,Ermita District,City of Manila,3/12/2024 18:25,1/25/2024 18:16,480,8436,Pipe Burst,Clear,No
561,Electric Grid,North Bay Boulevard,Navotas City,4/3/2025 0:11,10/8/2022 19:45,470,1458,Fallen Tree Branch,High Wind,Yes
562,Water Pipeline,Ermita District,City of Manila,1/27/2023 8:35,7/5/2026 20:26,1435,4285,Lightning,High Wind,Yes
563,Water Pipeline,North Bay Boulevard,Navotas City,4/2/2025 23:06,9/26/2022 22:16,110,1681,Equipment Age,Clear,Yes
564,Water Pipeline,Ermita District,City of Manila,11/25/2023 7:23,10/25/2023 9:50,805,9983,Fallen Tree Branch,High Wind,No
565,Water Pipeline,North Bay Boulevard,Navotas City,5/18/2025 13:53,3/26/2026 9:22,369,645,Fallen Tree Branch,Heatwave,Yes
566,Electric Grid,Ermita District,City of Manila,3/3/2022 23:12,2/26/2022 3:25,1331,2049,Pipe Burst,Heavy Rain,Yes
567,Electric Grid,North Bay Boulevard,Navotas City,12/12/2022 1:00,2/24/2025 18:39,332,1917,Equipment Age,Heatwave,No
568,Water Pipeline,North Bay Boulevard,Navotas City,7/20/2026 14:57,6/16/2023 8:10,639,79,Equipment Age,High Wind,No
569,Water Pipeline,North Bay Boulevard,Navotas City,4/3/2022 21:20,11/12/2024 21:30,1215,8141,Pipe Burst,Heavy Rain,No
570,Electric Grid,North Bay Boulevard,Navotas City,1/26/2024 4:53,12/12/2025 21:35,634,5794,Fallen Tree Branch,Clear,No
571,Water Pipeline,North Bay Boulevard,Navotas City,12/5/2026 1:05,4/11/2025 16:03,192,395,Fallen Tree Branch,Clear,Yes
572,Water Pipeline,North Bay Boulevard,Navotas City,1/25/2023 6:01,11/21/2023 0:51,1116,2725,Equipment Age,Heavy Rain,Yes
573,Electric Grid,North Bay Boulevard,Navotas City,1/14/2026 15:01,9/6/2024 2:01,877,2708,Lightning,High Wind,Yes
574,Water Pipeline,Ermita District,City of Manila,3/25/2025 14:53,2/23/2023 22:54,1367,3655,Pipe Burst,High Wind,No
575,Water Pipeline,North Bay Boulevard,Navotas City,3/11/2026 11:30,3/17/2023 1:26,1282,6867,Lightning,Heatwave,No
576,Electric Grid,Ermita District,City of Manila,1/25/2025 18:37,4/16/2024 14:31,491,5039,Fallen Tree Branch,High Wind,Yes
577,Water Pipeline,North Bay Boulevard,Navotas City,12/17/2022 21:09,4/9/2025 8:30,150,9856,Pipe Burst,Clear,No
578,Electric Grid,North Bay Boulevard,Navotas City,2/7/2025 12:11,11/16/2022 0:53,1151,7573,Lightning,Heavy Rain,No
579,Electric Grid,North Bay Boulevard,Navotas City,6/28/2023 11:51,2/20/2024 15:39,887,5210,Pipe Burst,Heatwave,Yes
580,Electric Grid,North Bay Boulevard,Navotas City,7/22/2023 17:06,9/2/2026 5:11,372,2417,Fallen Tree Branch,Clear,Yes
581,Electric Grid,North Bay Boulevard,Navotas City,11/13/2024 14:48,3/8/2024 0:39,654,6067,Lightning,High Wind,No
582,Water Pipeline,North Bay Boulevard,Navotas City,11/14/2024 2:22,4/8/2025 22:40,406,3218,Pipe Burst,High Wind,No
583,Water Pipeline,Ermita District,City of Manila,11/14/2022 21:02,8/31/2025 15:50,935,1245,Fallen Tree Branch,Heavy Rain,No
584,Electric Grid,North Bay Boulevard,Navotas City,5/23/2024 9:59,10/24/2024 1:16,96,2597,Fallen Tree Branch,Heatwave,No
585,Water Pipeline,Ermita District,City of Manila,8/24/2023 21:02,12/3/2022 22:32,1009,9849,Pipe Burst,High Wind,Yes
586,Electric Grid,Ermita District,City of Manila,9/6/2022 2:53,11/25/2024 10:37,996,5681,Fallen Tree Branch,Clear,No
587,Electric Grid,North Bay Boulevard,Navotas City,6/28/2026 5:55,5/23/2022 0:43,310,5512,Pipe Burst,Heavy Rain,No
588,Electric Grid,Ermita District,City of Manila,7/28/2026 20:43,2/14/2024 17:12,1367,3167,Lightning,High Wind,No
589,Water Pipeline,Ermita District,City of Manila,5/16/2022 1:58,12/10/2026 11:45,753,1883,Pipe Burst,Clear,Yes
590,Water Pipeline,North Bay Boulevard,Navotas City,7/24/2022 0:58,10/21/2026 8:05,724,8676,Fallen Tree Branch,Clear,Yes
591,Water Pipeline,North Bay Boulevard,Navotas City,10/13/2024 3:52,11/17/2022 9:25,659,8184,Lightning,Heatwave,No
592,Water Pipeline,North Bay Boulevard,Navotas City,8/18/2026 19:06,8/31/2025 16:47,664,532,Fallen Tree Branch,Heatwave,Yes
593,Electric Grid,North Bay Boulevard,Navotas City,6/7/2023 1:23,1/9/2026 18:46,395,9373,Pipe Burst,Heatwave,No
594,Water Pipeline,Ermita District,City of Manila,11/16/2025 5:54,1/5/2026 10:17,272,7277,Lightning,Heavy Rain,No
595,Water Pipeline,Ermita District,City of Manila,11/3/2024 5:02,12/11/2023 5:29,113,3209,Lightning,High Wind,Yes
596,Electric Grid,North Bay Boulevard,Navotas City,6/7/2023 3:47,10/24/2024 3:21,531,3276,Pipe Burst,High Wind,Yes
597,Water Pipeline,Ermita District,City of Manila,10/19/2026 15:12,10/19/2024 13:38,668,4038,Pipe Burst,Clear,Yes
598,Water Pipeline,Ermita District,City of Manila,12/11/2022 3:19,9/26/2025 20:55,910,7722,Lightning,Heatwave,Yes
599,Water Pipeline,Ermita District,City of Manila,3/7/2023 9:38,10/31/2022 22:29,0,7458,Equipment Age,Heavy Rain,No
600,Electric Grid,Ermita District,City of Manila,2/24/2024 4:13,2/13/2025 3:13,1352,7591,Pipe Burst,High Wind,Yes
601,Electric Grid,Ermita District,City of Manila,2/22/2025 21:43,7/12/2024 10:37,1359,5779,Lightning,Clear,Yes
602,Electric Grid,Ermita District,City of Manila,8/13/2025 6:54,7/28/2024 13:54,759,855,Lightning,Clear,No
603,Water Pipeline,North Bay Boulevard,Navotas City,4/17/2022 19:08,4/7/2024 11:14,262,8062,Lightning,Heatwave,Yes
604,Electric Grid,North Bay Boulevard,Navotas City,9/29/2024 19:34,5/1/2023 13:05,733,7577,Fallen Tree Branch,High Wind,No
605,Electric Grid,North Bay Boulevard,Navotas City,12/17/2022 6:25,11/3/2026 23:12,1014,6832,Fallen Tree Branch,Heatwave,No
606,Electric Grid,North Bay Boulevard,Navotas City,5/12/2023 14:05,8/28/2026 17:05,1367,3646,Pipe Burst,Heatwave,Yes
607,Electric Grid,North Bay Boulevard,Navotas City,8/12/2026 4:04,3/30/2025 4:31,849,6689,Pipe Burst,High Wind,No
608,Water Pipeline,Ermita District,City of Manila,10/26/2026 1:19,3/19/2024 18:57,817,2659,Pipe Burst,High Wind,Yes
609,Electric Grid,North Bay Boulevard,Navotas City,7/20/2024 20:58,3/29/2024 0:44,749,5402,Pipe Burst,High Wind,Yes
610,Water Pipeline,North Bay Boulevard,Navotas City,12/13/2025 0:25,5/18/2023 1:33,1000,3929,Equipment Age,High Wind,No
611,Electric Grid,North Bay Boulevard,Navotas City,8/27/2025 4:01,6/18/2024 16:53,790,2464,Lightning,High Wind,No
612,Electric Grid,North Bay Boulevard,Navotas City,6/8/2023 9:39,4/2/2026 13:46,1134,8144,Pipe Burst,Heavy Rain,No
613,Water Pipeline,Ermita District,City of Manila,4/23/2026 19:58,8/10/2022 3:27,804,8782,Fallen Tree Branch,Heatwave,Yes
614,Water Pipeline,Ermita District,City of Manila,5/24/2024 4:17,4/13/2026 16:59,1063,7886,Equipment Age,Heavy Rain,Yes
615,Water Pipeline,North Bay Boulevard,Navotas City,6/13/2026 16:53,3/23/2026 5:59,436,5030,Lightning,Heavy Rain,Yes
616,Electric Grid,North Bay Boulevard,Navotas City,10/5/2024 20:27,8/24/2026 11:38,116,1049,Pipe Burst,Clear,Yes
617,Water Pipeline,North Bay Boulevard,Navotas City,2/19/2024 20:13,8/6/2025 19:40,467,9008,Fallen Tree Branch,High Wind,No
618,Electric Grid,North Bay Boulevard,Navotas City,10/31/2025 2:02,6/27/2022 18:19,1270,9020,Lightning,Heatwave,Yes
