DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20100228,2/28/2010,1,Sunday,Domingo,Dimanche,28,59,1/10/1900,February,Febrero,Février,2,1,2010,1,3,2010,2
20100301,3/1/2010,2,Monday,Lunes,Lundi,1,60,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100302,3/2/2010,3,Tuesday,Martes,Mardi,2,61,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100303,3/3/2010,4,Wednesday,Miércoles,Mercredi,3,62,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100304,3/4/2010,5,Thursday,Jueves,Jeudi,4,63,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100305,3/5/2010,6,Friday,Viernes,Vendredi,5,64,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100306,3/6/2010,7,Saturday,Sábado,Samedi,6,65,1/10/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100307,3/7/2010,1,Sunday,Domingo,Dimanche,7,66,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100308,3/8/2010,2,Monday,Lunes,Lundi,8,67,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100309,3/9/2010,3,Tuesday,Martes,Mardi,9,68,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100310,3/10/2010,4,Wednesday,Miércoles,Mercredi,10,69,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100311,3/11/2010,5,Thursday,Jueves,Jeudi,11,70,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100312,3/12/2010,6,Friday,Viernes,Vendredi,12,71,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100313,3/13/2010,7,Saturday,Sábado,Samedi,13,72,1/11/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100314,3/14/2010,1,Sunday,Domingo,Dimanche,14,73,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100315,3/15/2010,2,Monday,Lunes,Lundi,15,74,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100316,3/16/2010,3,Tuesday,Martes,Mardi,16,75,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100317,3/17/2010,4,Wednesday,Miércoles,Mercredi,17,76,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100318,3/18/2010,5,Thursday,Jueves,Jeudi,18,77,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100319,3/19/2010,6,Friday,Viernes,Vendredi,19,78,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100320,3/20/2010,7,Saturday,Sábado,Samedi,20,79,1/12/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100321,3/21/2010,1,Sunday,Domingo,Dimanche,21,80,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100322,3/22/2010,2,Monday,Lunes,Lundi,22,81,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100323,3/23/2010,3,Tuesday,Martes,Mardi,23,82,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100324,3/24/2010,4,Wednesday,Miércoles,Mercredi,24,83,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100325,3/25/2010,5,Thursday,Jueves,Jeudi,25,84,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100326,3/26/2010,6,Friday,Viernes,Vendredi,26,85,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100327,3/27/2010,7,Saturday,Sábado,Samedi,27,86,1/13/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100328,3/28/2010,1,Sunday,Domingo,Dimanche,28,87,1/14/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100329,3/29/2010,2,Monday,Lunes,Lundi,29,88,1/14/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100330,3/30/2010,3,Tuesday,Martes,Mardi,30,89,1/14/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100331,3/31/2010,4,Wednesday,Miércoles,Mercredi,31,90,1/14/1900,March,Marzo,Mars,3,1,2010,1,3,2010,2
20100401,4/1/2010,5,Thursday,Jueves,Jeudi,1,91,1/14/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100402,4/2/2010,6,Friday,Viernes,Vendredi,2,92,1/14/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100403,4/3/2010,7,Saturday,Sábado,Samedi,3,93,1/14/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100404,4/4/2010,1,Sunday,Domingo,Dimanche,4,94,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100405,4/5/2010,2,Monday,Lunes,Lundi,5,95,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100406,4/6/2010,3,Tuesday,Martes,Mardi,6,96,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100407,4/7/2010,4,Wednesday,Miércoles,Mercredi,7,97,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100408,4/8/2010,5,Thursday,Jueves,Jeudi,8,98,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100409,4/9/2010,6,Friday,Viernes,Vendredi,9,99,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100410,4/10/2010,7,Saturday,Sábado,Samedi,10,100,1/15/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100411,4/11/2010,1,Sunday,Domingo,Dimanche,11,101,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100412,4/12/2010,2,Monday,Lunes,Lundi,12,102,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100413,4/13/2010,3,Tuesday,Martes,Mardi,13,103,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100414,4/14/2010,4,Wednesday,Miércoles,Mercredi,14,104,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100415,4/15/2010,5,Thursday,Jueves,Jeudi,15,105,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100416,4/16/2010,6,Friday,Viernes,Vendredi,16,106,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100417,4/17/2010,7,Saturday,Sábado,Samedi,17,107,1/16/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100418,4/18/2010,1,Sunday,Domingo,Dimanche,18,108,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100419,4/19/2010,2,Monday,Lunes,Lundi,19,109,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100420,4/20/2010,3,Tuesday,Martes,Mardi,20,110,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100421,4/21/2010,4,Wednesday,Miércoles,Mercredi,21,111,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100422,4/22/2010,5,Thursday,Jueves,Jeudi,22,112,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100423,4/23/2010,6,Friday,Viernes,Vendredi,23,113,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100424,4/24/2010,7,Saturday,Sábado,Samedi,24,114,1/17/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100425,4/25/2010,1,Sunday,Domingo,Dimanche,25,115,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100426,4/26/2010,2,Monday,Lunes,Lundi,26,116,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100427,4/27/2010,3,Tuesday,Martes,Mardi,27,117,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100428,4/28/2010,4,Wednesday,Miércoles,Mercredi,28,118,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100429,4/29/2010,5,Thursday,Jueves,Jeudi,29,119,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100430,4/30/2010,6,Friday,Viernes,Vendredi,30,120,1/18/1900,April,Abril,Avril,4,2,2010,1,4,2010,2
20100501,5/1/2010,7,Saturday,Sábado,Samedi,1,121,1/18/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100502,5/2/2010,1,Sunday,Domingo,Dimanche,2,122,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100503,5/3/2010,2,Monday,Lunes,Lundi,3,123,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100504,5/4/2010,3,Tuesday,Martes,Mardi,4,124,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100505,5/5/2010,4,Wednesday,Miércoles,Mercredi,5,125,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100506,5/6/2010,5,Thursday,Jueves,Jeudi,6,126,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100507,5/7/2010,6,Friday,Viernes,Vendredi,7,127,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100508,5/8/2010,7,Saturday,Sábado,Samedi,8,128,1/19/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100509,5/9/2010,1,Sunday,Domingo,Dimanche,9,129,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100510,5/10/2010,2,Monday,Lunes,Lundi,10,130,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100511,5/11/2010,3,Tuesday,Martes,Mardi,11,131,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100512,5/12/2010,4,Wednesday,Miércoles,Mercredi,12,132,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100513,5/13/2010,5,Thursday,Jueves,Jeudi,13,133,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100514,5/14/2010,6,Friday,Viernes,Vendredi,14,134,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100515,5/15/2010,7,Saturday,Sábado,Samedi,15,135,1/20/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100516,5/16/2010,1,Sunday,Domingo,Dimanche,16,136,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100517,5/17/2010,2,Monday,Lunes,Lundi,17,137,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100518,5/18/2010,3,Tuesday,Martes,Mardi,18,138,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100519,5/19/2010,4,Wednesday,Miércoles,Mercredi,19,139,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100520,5/20/2010,5,Thursday,Jueves,Jeudi,20,140,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100521,5/21/2010,6,Friday,Viernes,Vendredi,21,141,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100522,5/22/2010,7,Saturday,Sábado,Samedi,22,142,1/21/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100523,5/23/2010,1,Sunday,Domingo,Dimanche,23,143,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100524,5/24/2010,2,Monday,Lunes,Lundi,24,144,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100525,5/25/2010,3,Tuesday,Martes,Mardi,25,145,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100526,5/26/2010,4,Wednesday,Miércoles,Mercredi,26,146,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100527,5/27/2010,5,Thursday,Jueves,Jeudi,27,147,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100528,5/28/2010,6,Friday,Viernes,Vendredi,28,148,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100529,5/29/2010,7,Saturday,Sábado,Samedi,29,149,1/22/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100530,5/30/2010,1,Sunday,Domingo,Dimanche,30,150,1/23/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100531,5/31/2010,2,Monday,Lunes,Lundi,31,151,1/23/1900,May,Mayo,Mai,5,2,2010,1,4,2010,2
20100601,6/1/2010,3,Tuesday,Martes,Mardi,1,152,1/23/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100602,6/2/2010,4,Wednesday,Miércoles,Mercredi,2,153,1/23/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100603,6/3/2010,5,Thursday,Jueves,Jeudi,3,154,1/23/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100604,6/4/2010,6,Friday,Viernes,Vendredi,4,155,1/23/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100605,6/5/2010,7,Saturday,Sábado,Samedi,5,156,1/23/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100606,6/6/2010,1,Sunday,Domingo,Dimanche,6,157,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100607,6/7/2010,2,Monday,Lunes,Lundi,7,158,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100608,6/8/2010,3,Tuesday,Martes,Mardi,8,159,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100609,6/9/2010,4,Wednesday,Miércoles,Mercredi,9,160,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100610,6/10/2010,5,Thursday,Jueves,Jeudi,10,161,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100611,6/11/2010,6,Friday,Viernes,Vendredi,11,162,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100612,6/12/2010,7,Saturday,Sábado,Samedi,12,163,1/24/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100613,6/13/2010,1,Sunday,Domingo,Dimanche,13,164,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100614,6/14/2010,2,Monday,Lunes,Lundi,14,165,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100615,6/15/2010,3,Tuesday,Martes,Mardi,15,166,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100616,6/16/2010,4,Wednesday,Miércoles,Mercredi,16,167,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100617,6/17/2010,5,Thursday,Jueves,Jeudi,17,168,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100618,6/18/2010,6,Friday,Viernes,Vendredi,18,169,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100619,6/19/2010,7,Saturday,Sábado,Samedi,19,170,1/25/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100620,6/20/2010,1,Sunday,Domingo,Dimanche,20,171,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100621,6/21/2010,2,Monday,Lunes,Lundi,21,172,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100622,6/22/2010,3,Tuesday,Martes,Mardi,22,173,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100623,6/23/2010,4,Wednesday,Miércoles,Mercredi,23,174,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100624,6/24/2010,5,Thursday,Jueves,Jeudi,24,175,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100625,6/25/2010,6,Friday,Viernes,Vendredi,25,176,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100626,6/26/2010,7,Saturday,Sábado,Samedi,26,177,1/26/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100627,6/27/2010,1,Sunday,Domingo,Dimanche,27,178,1/27/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100628,6/28/2010,2,Monday,Lunes,Lundi,28,179,1/27/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100629,6/29/2010,3,Tuesday,Martes,Mardi,29,180,1/27/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100630,6/30/2010,4,Wednesday,Miércoles,Mercredi,30,181,1/27/1900,June,Junio,Juin,6,2,2010,1,4,2010,2
20100701,7/1/2010,5,Thursday,Jueves,Jeudi,1,182,1/27/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100702,7/2/2010,6,Friday,Viernes,Vendredi,2,183,1/27/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100703,7/3/2010,7,Saturday,Sábado,Samedi,3,184,1/27/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100704,7/4/2010,1,Sunday,Domingo,Dimanche,4,185,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100705,7/5/2010,2,Monday,Lunes,Lundi,5,186,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100706,7/6/2010,3,Tuesday,Martes,Mardi,6,187,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100707,7/7/2010,4,Wednesday,Miércoles,Mercredi,7,188,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100708,7/8/2010,5,Thursday,Jueves,Jeudi,8,189,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100709,7/9/2010,6,Friday,Viernes,Vendredi,9,190,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100710,7/10/2010,7,Saturday,Sábado,Samedi,10,191,1/28/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100711,7/11/2010,1,Sunday,Domingo,Dimanche,11,192,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100712,7/12/2010,2,Monday,Lunes,Lundi,12,193,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100713,7/13/2010,3,Tuesday,Martes,Mardi,13,194,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100714,7/14/2010,4,Wednesday,Miércoles,Mercredi,14,195,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100715,7/15/2010,5,Thursday,Jueves,Jeudi,15,196,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100716,7/16/2010,6,Friday,Viernes,Vendredi,16,197,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100717,7/17/2010,7,Saturday,Sábado,Samedi,17,198,1/29/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100718,7/18/2010,1,Sunday,Domingo,Dimanche,18,199,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100719,7/19/2010,2,Monday,Lunes,Lundi,19,200,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100720,7/20/2010,3,Tuesday,Martes,Mardi,20,201,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100721,7/21/2010,4,Wednesday,Miércoles,Mercredi,21,202,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100722,7/22/2010,5,Thursday,Jueves,Jeudi,22,203,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100723,7/23/2010,6,Friday,Viernes,Vendredi,23,204,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100724,7/24/2010,7,Saturday,Sábado,Samedi,24,205,1/30/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100725,7/25/2010,1,Sunday,Domingo,Dimanche,25,206,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100726,7/26/2010,2,Monday,Lunes,Lundi,26,207,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100727,7/27/2010,3,Tuesday,Martes,Mardi,27,208,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100728,7/28/2010,4,Wednesday,Miércoles,Mercredi,28,209,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100729,7/29/2010,5,Thursday,Jueves,Jeudi,29,210,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100730,7/30/2010,6,Friday,Viernes,Vendredi,30,211,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100731,7/31/2010,7,Saturday,Sábado,Samedi,31,212,1/31/1900,July,Julio,Juillet,7,3,2010,2,1,2011,1
20100801,8/1/2010,1,Sunday,Domingo,Dimanche,1,213,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100802,8/2/2010,2,Monday,Lunes,Lundi,2,214,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100803,8/3/2010,3,Tuesday,Martes,Mardi,3,215,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100804,8/4/2010,4,Wednesday,Miércoles,Mercredi,4,216,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100805,8/5/2010,5,Thursday,Jueves,Jeudi,5,217,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100806,8/6/2010,6,Friday,Viernes,Vendredi,6,218,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100807,8/7/2010,7,Saturday,Sábado,Samedi,7,219,2/1/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100808,8/8/2010,1,Sunday,Domingo,Dimanche,8,220,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100809,8/9/2010,2,Monday,Lunes,Lundi,9,221,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100810,8/10/2010,3,Tuesday,Martes,Mardi,10,222,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100811,8/11/2010,4,Wednesday,Miércoles,Mercredi,11,223,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100812,8/12/2010,5,Thursday,Jueves,Jeudi,12,224,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100813,8/13/2010,6,Friday,Viernes,Vendredi,13,225,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100814,8/14/2010,7,Saturday,Sábado,Samedi,14,226,2/2/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100815,8/15/2010,1,Sunday,Domingo,Dimanche,15,227,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100816,8/16/2010,2,Monday,Lunes,Lundi,16,228,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100817,8/17/2010,3,Tuesday,Martes,Mardi,17,229,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100818,8/18/2010,4,Wednesday,Miércoles,Mercredi,18,230,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100819,8/19/2010,5,Thursday,Jueves,Jeudi,19,231,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100820,8/20/2010,6,Friday,Viernes,Vendredi,20,232,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100821,8/21/2010,7,Saturday,Sábado,Samedi,21,233,2/3/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100822,8/22/2010,1,Sunday,Domingo,Dimanche,22,234,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100823,8/23/2010,2,Monday,Lunes,Lundi,23,235,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100824,8/24/2010,3,Tuesday,Martes,Mardi,24,236,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100825,8/25/2010,4,Wednesday,Miércoles,Mercredi,25,237,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100826,8/26/2010,5,Thursday,Jueves,Jeudi,26,238,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100827,8/27/2010,6,Friday,Viernes,Vendredi,27,239,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100828,8/28/2010,7,Saturday,Sábado,Samedi,28,240,2/4/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100829,8/29/2010,1,Sunday,Domingo,Dimanche,29,241,2/5/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100830,8/30/2010,2,Monday,Lunes,Lundi,30,242,2/5/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100831,8/31/2010,3,Tuesday,Martes,Mardi,31,243,2/5/1900,August,Agosto,Août,8,3,2010,2,1,2011,1
20100901,9/1/2010,4,Wednesday,Miércoles,Mercredi,1,244,2/5/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100902,9/2/2010,5,Thursday,Jueves,Jeudi,2,245,2/5/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100903,9/3/2010,6,Friday,Viernes,Vendredi,3,246,2/5/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100904,9/4/2010,7,Saturday,Sábado,Samedi,4,247,2/5/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100905,9/5/2010,1,Sunday,Domingo,Dimanche,5,248,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100906,9/6/2010,2,Monday,Lunes,Lundi,6,249,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100907,9/7/2010,3,Tuesday,Martes,Mardi,7,250,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100908,9/8/2010,4,Wednesday,Miércoles,Mercredi,8,251,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100909,9/9/2010,5,Thursday,Jueves,Jeudi,9,252,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100910,9/10/2010,6,Friday,Viernes,Vendredi,10,253,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100911,9/11/2010,7,Saturday,Sábado,Samedi,11,254,2/6/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100912,9/12/2010,1,Sunday,Domingo,Dimanche,12,255,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100913,9/13/2010,2,Monday,Lunes,Lundi,13,256,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100914,9/14/2010,3,Tuesday,Martes,Mardi,14,257,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100915,9/15/2010,4,Wednesday,Miércoles,Mercredi,15,258,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100916,9/16/2010,5,Thursday,Jueves,Jeudi,16,259,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100917,9/17/2010,6,Friday,Viernes,Vendredi,17,260,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100918,9/18/2010,7,Saturday,Sábado,Samedi,18,261,2/7/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100919,9/19/2010,1,Sunday,Domingo,Dimanche,19,262,2/8/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100920,9/20/2010,2,Monday,Lunes,Lundi,20,263,2/8/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100921,9/21/2010,3,Tuesday,Martes,Mardi,21,264,2/8/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100922,9/22/2010,4,Wednesday,Miércoles,Mercredi,22,265,2/8/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
20100923,9/23/2010,5,Thursday,Jueves,Jeudi,23,266,2/8/1900,September,Septiembre,Septembre,9,3,2010,2,1,2011,1
